username,resource,req,bloodgroup,contact,cities,tweet
venkateshmvt,oxygen,AVAILABLE,NA,['7730012233'],['Hyderabad'],"#Oxygen beds available at avasa hospital, #RangaReddy

Around 5 regular 5 Oxygen beds were available.

Contact - 7730012233

Verified on May 3rd 05:37

#covidhelp #OxygenEmergency 
#Hyderabad 
@charan_tweetz @Purusho50189904 @vasuch1973 
@HiHyderabad 
#CovidHelpHyderabad #TS"
fondueforjin,oxygen,AVAILABLE,NA,[],['Hyderabad'],"Plasma availability in Hyderabad....

For other cities check my Pinned Tweets
#Oxygen  #OxygenCylinder #CovidSOS #COVID19 #Hyderabad #Plasma

Verified yesterday... Recent availability just check once https://t.co/GWfOF1zYCg"
SunilVeera31,oxygen,AVAILABLE,NA,['7799944427'],['Hyderabad'],"Verified Oxygen concentrator in Hyderabad

7799944427 - will be available by Tuesday. 4th May"
Yamutarak18,oxygen,AVAILABLE,NA,['7730012233'],['Hyderabad'],"After 8 AM today, 2 Oxygen beds and 3 General beds will be available at Avasa Hospital, Hyderabad 🏥

Contact : 7730012233 ☎

Verified by me at 07:06 AM 👍🏻

#Covid19IndiaHelp #COVID19India 
#COVID19 @HiHyderabad 
@SonuSood"
vijay_ramagiri,oxygen,AVAILABLE,NA,['9440093935'],['Hyderabad'],"#Oxygen beds available at PAWAN HOSPITAL narsampet, Warangal Rural.

Around 20 Oxygen beds were available.

Contact - 9440093935

Verified on May 3rd 05:20

#covidhelp #OxygenEmergency 
#Hyderabad 
@charan_tweetz @Purusho50189904 @vasuch1973 
@HiHyderabad 
#CovidHelpHyderabad #TS"
Shankar41375911,oxygen,AVAILABLE,NA,['7730012233'],['Hyderabad'],"After 8 AM today, 2 Oxygen beds and 3 General beds will be available at Avasa Hospital, Hyderabad 🏥

Contact : 7730012233 ☎

Verified by @ErnestoKing_ at 07:06 AM 👍🏻

#Covid19IndiaHelp  #COVID19India 
#COVID19 #Hyderabad"
PittuVenkaiah,oxygen,AVAILABLE,NA,['0404142434'],['Hyderabad'],"5 Oxygen Beds available at Aditya Hospital, Bogulkunta, Hyderabad 🏥

Contact : 04041424344 ☎ 

No Ventilators Available / They are accepting patients with spo2 above 90 only.

Verified by me at 08:39 AM today  

#Covid19IndiaHelp #CovidHelpHyderabad 
#Hyderabad 
#COVID19India"
PittuVenkaiah,oxygen,AVAILABLE,NA,['8977007630'],['Hyderabad'],"#Oxygen beds available at Aditya hospital, alwal. 

Around 13 Oxygen beds were available.
Considering saturation levels before joining. 
Contact -8977007630. 

Verified at 12:40 PM, May 2nd

#HyderabadSOS #Hyderabad #Telangana #Beds
#oxygen"
PittuVenkaiah,oxygen,AVAILABLE,NA,[],['Hyderabad'],"@RajeshPspk_ @AdmirePawanism @RRRMovie @SVC_official @TrendPSPK @MaheshFanTrends @MegaSuryaProd Oxygen beds are available in Supraja Hospital in Nagole, Hyderabad.. 
Verified at 2:45 PM. 

#COVIDEmergency
#COVIDSecondWaveInIndia 
@SureshProdns @RRRMovie"
PittuVenkaiah,oxygen,AVAILABLE,NA,['9581186111'],['Hyderabad'],"3 ICU Beds available at Arke Hospital, Kompally in Secunderabad 🏥

They're admitting patient's whose oxygen levels are above 85 only 👍🏻 

Contact : 9581186111 ☎

Verified personally at 07:15 PM, 2nd May ✅

#Covid19IndiaHelp #COVID19India #COVID19 #Hyderabad #Secunderabad"
pluviophilex__,oxygen,AVAILABLE,NA,[],['Hyderabad'],"@SamsamSyed @pluviophilex__ @CovidHyderabad @FarhaSyeda1 @hindi7866 @HyderAliHashmii @HiHyderabad @Hyderabadbot @sugandh @MemberAIMIM @DwNewsHyd oxygen cylinders/ concentrator 
Hyderabad 
Verified just now, they have availability
Contact asap!! 
97002 38886"
HiHyderabad,ICU Bed,NEED,NA,['9949102112'],['Hyderabad'],"EMERGENCY!!!: 

Urgently need ICU and ECMO ventilator bed required for MY AUNT a 50+ year old patient in #Hyderabad

Pl contact 9949102112 with verified leads.

🆘 Pl help ma'am @RaoKavitha @KTRTRS  @charan_tweetz @HiHyderabad"
_jk0607_,ICU Bed,AVAILABLE,NA,['7799618222'],['Hyderabad'],"#ICUBeds are available in Vennela hospital, old bowenpally, #HYDERABAD 

Availability: 10 #ICUBeds without ventilator support. 

Contact: 7799618222

Verified at 5:07PM , 3rd May. 

#Telangana
#SOSHyderabad
@RRRMovie @GeethaArts"
resource_botIN,oxygen,UNKNOWN,NA,"['9892356727', '7207278701', '9989462127', '8639790969']","['Hyderabad', 'Bangalore']","Verified Oxygen Resources for Covid - India

▶️ Bangalore 
1). Manoj - 9892356727

▶️ Hyderabad 
1). Hyderabad Oxygen - 7207278701
2). Faaz Oxygen - 9989462127
3). Asian Surgicals - 8639790969
#Oxygen #OxygenEmergency"
pratik_amrutkar,oxygen,AVAILABLE,NA,['8519993543'],['Hyderabad'],"OxygenBeds and ICUBeds available HYDERABAD. 

Contact details +91-8519993543 Only taking patients at oxygen level of 85 or above.
#Hyderabad

Verified on 4th may 9:14 am

#CovidResource #CovidIndia #HospitalBeds #BedsAvailable #COVID19"
shivam15517721,oxygen,AVAILABLE,NA,[],['Hyderabad'],"Oxygen Beds Available in Hyderabad 

Avasa hospital, Manikonda
Number-  70366 96332 (Limited Beds)

Wellness Hospital, Ameerpet
Number-  79959 47615 (Limited Beds)

Verified at 12:14Pm

#OxygenBeds #COVIDEmergency 
#Covid19IndiaHelp"
VaishaliJadon,oxygen,UNKNOWN,NA,[],['Hyderabad'],"Oxygen Concentrators in Hyderabad. 
Verified 11.13 pm, 03/05
#Hyderabad
#Oxygen
#OxygenConcentrators
#CovidResources 
#COVID19India 
#CovidIndiaInfo https://t.co/ze1ii2T3t5"
ChindiTweetah,oxygen,UNKNOWN,NA,[],['Hyderabad'],Verified ! #Hyderabad #Oxygen #CovidIndia https://t.co/NfT6z3VVsq
Hyderabadbot,oxygen,AVAILABLE,NA,[],['Hyderabad'],"3 #OxygenBeds are available at Apoorva hospital, #Hyderabad 

#ICUBed without ventilator support is also available. 

Contact: 9246-598086

Verified at 6:44 PM. 

#Hyderabad #Telangana @RRRMovie @GeethaArts"
Lokalwala3,oxygen,UNKNOWN,NA,[],['Hyderabad'],"Some one #Verified it Plz.
#HyderabadSOS
#OxygenCrisis
#OxygenCylinders
#Oxygen
#OxygenConcentrators
#CovidResources 
#COVID19India 
#CovidIndiaInfo 
#Hyderabad
#BJYMCares https://t.co/IJg5J1G90Z"
SakethC7,oxygen,AVAILABLE,NA,[],['Hyderabad'],"@GedalaLavanya @SonuSood @AbyRao007 @RRRMovie @NTRFanTrends @JanaSenaParty For real-time verified covid beds (Oxygen, ICU, Ventilator) availability in Hyderabad, Guntur, Vijayawada &amp; Vizag visit https://t.co/owSYZhUBpT

40+ volunteers @beds_covid are calling hospitals to update availability &amp; pricing.

Please retweet &amp; amplify.

Help those in need. 🙏🙏"
Ankita78010455,oxygen,UNKNOWN,NA,[],['Hyderabad'],"@Ankita78010455 @Sony @SonuSood @TOIHyderabad @PMOIndia @SrBachchan @Varun_dvn @COVIDNewsByMIB In Mehar hospital, medchal Hyderabad 20 oxygen beds verified May 3rd 10:20 pm"
HELPINGCOVID1,oxygen,UNKNOWN,NA,[],['Hyderabad'],"@MeBharatt @YaminiDiva @itskantri @JayaSr1kar @beds_covid In Mehar hospital, medical Hyderabad 20 oxygen beds verified May 3rd 10:20 pm"
Hyderabadbot,plasma,AVAILABLE,NA,['0402380225'],['Hyderabad'],"@Varmasgirl @unexpected5678 Plasma for the O+ blood group may be available tomorrow after 8 a.m.
They do plasma exchange but if you request then they can provide it.
St.Mother Theresa blood bank.
Contact:04023802255
City: #Hyderabad
Verified at 9.27pm,3rd May."
SailathaDarur,plasma,AVAILABLE,NA,['9676230586'],['Hyderabad'],"@Varmasgirl @unexpected5678 Plasma in exchange is available.
Deccan Blood Bank.
Contact:9676230586
City: #Hyderabad.
Verified at 9.32pm,3rd May."
JD__India,ICU Bed,AVAILABLE,NA,['9948542103'],['Hyderabad'],"@KrishKhahani @Hyderabadbot @AdiviSesh #ICUBeds available at orange hospital, Vanasthalipuram. 

Contact: 9948542103

 Verified at May 3rd 12:56PM

Ventilator : may be available. 

#Hyderabad #Telangana"
ziishan,other,NEED,NA,[],['Hyderabad'],"If anyone needs ventilator bed #hyderabad 

Call on this number
+91 95023 44633

With details like name of the patient, spo2 level, and location

*He will try to provide a ventilator bed*

Verified 4th May 1:57Am"
JaleelKhadri,oxygen,AVAILABLE,NA,['9849481680'],['Hyderabad'],"AVAILABLE - Oxygen Refilling in Hyderabad CovidHelpHyderabad

Contact - Srinivas, 9849481680

Opposite Indo American Cancer Hospital, Banjara Hills

verified at 10:05 pm, 2nd may."
KaustubhWadkar,oxygen,AVAILABLE,NA,[],['Hyderabad'],"Mehar hospital, medchal, HyderabadRound pushpin
Just verified 
20 oxygen beds are available
Icu also available
Verified at 3rd May,10.20pm
Round pushpinMedchalRound pushpin
VerifiedCovidResources Verified Hyderabad HyderabadSOS
#Hyderabad"
irfankhan_027,oxygen,UNKNOWN,NA,[],"['Hyderabad', 'Mumbai', 'Delhi', 'Chennai']","✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
#Hyderabad, #Chennai, #Mumbai, #Delhi, #Banglore, #Kolkata #Covid
#Oxygen Cylinders 
[They get continuous stock every hour]
Phone: 98440 36971 
Location: Hyderabad(Door to door delivery in every city) #COVIDSecondWaveInIndia
Last Verified @ 03/05/21, 9:57 AM"
andhraabbay,oxygen,AVAILABLE,NA,[],['Hyderabad'],"For real-time verified covid beds (Oxygen, ICU, Ventilator) availability in Hyderabad, Guntur, Vijayawada &amp; Vizag visit https://t.co/AjG7JAEXGE

40+ volunteers @beds_covid are calling hospitals to update availability &amp; pricing. #Covid19IndiaHelp #HyderabadSOS #hyderabadcovidhelp"
Hyderabadbot,ICU Bed,AVAILABLE,NA,['9948542103'],['Hyderabad'],"#ICUBeds available at orange hospital, Vanasthalipuram. 

Contact: 9948542103

 Verified at May 3rd 12:56PM

Ventilator : may be available. 

#Hyderabad #Telangana"
SAMFRANCISCONI,plasma,NEED,NA,['9999140012'],['Hyderabad'],"M P Jain
O+ve #plasma NEEDED
Hyderabad
9999140012
#BloodMatters #COVIDEmergency #verified @CovidPlasmaIn @BloodDonorWorld @hydblooddonors @BloodAid @BloodDonorsIn  @apblooddonors @WeAreHyderabad @Bloodpointorg  @HiHyderabad @OnePlus_IN @royalenfield"
CVDResourcesBot,oxygen,AVAILABLE,NA,['8374325678'],['Hyderabad'],"HYDERABAD OXYGEN BEDS AVAILABLE

8374325678 - Lengend hospital Vanasthalipuram

Verified at 7.20 pm.

#CovidHelp #HYDERABAD"
thesareen,oxygen,AVAILABLE,NA,[],['Hyderabad'],"@KrishKhahani @KChiruTweets @PawanKalyan 18 Oxygen Beds, 4 Bipap Beds &amp; 2 Ventilator Beds available at BHEL 🏥 

They're admitting people who's spo2 is above 87 👍🏻

Patient's will be given Ventilator after checking the condition.

kindly DM @deepaksomisetty for the help 🙏🏻

#COVID19India #Hyderabad 

#Verified"
lawdalalife,oxygen,AVAILABLE,NA,[],['Hyderabad'],"Oxygen Beds Available in Hyderabad 

Avasa hospital, Manikonda
Number-  70366 96332 (Limited Beds)

Wellness Hospital, Ameerpet
Number-  79959 47615 (Limited Beds)

Verified at 12:14Pm

#OxygenBeds #COVIDEmergency
#Covid19IndiaHelp"
thetrenddude,oxygen,AVAILABLE,NA,['9700120384'],['Hyderabad'],"HYDERABAD OXYGEN CYLINDERS Oxygen Cylinders AVAILABLE Kriya Pharmacy Gachibowli 9700120384 *Verified 6:54Pm, 3rd May*

#Hyderabad #hyderabadcovid #hyderabadcovidhelp #CovidHelp #COVIDEmergency #CovidResources"
thetrenddude,oxygen,AVAILABLE,NA,"['9374333386', '9347145678']",['Hyderabad'],"#HYDERABAD 🆘️🆘️🆘️ UPDATE 
ICU, OXYGEN BEDS AVAILABLE @ Happy Children's Hospital, Chintal Need to carry: -COVID-19 Report -Aadhaar Card Contact: 9374333386 &amp; 9347145678 Verified at 6.15 pm, 03.05.21

#hyderabadcovid #Covid19IndiaHelp #HyderabadSOS #COVIDEmergency #COVID19"
thetrenddude,oxygen,AVAILABLE,NA,['8374325678'],['Hyderabad'],"𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝 #HYDERABAD

 Oxygen &amp; ICU Beds (No ventilators) Available Phone: 8374325678 Location: Legend hospital Vanasthalipuram, Hyderabad Last Verified @ 03/05/21, 07:18 PM

#hyderabadcovid #Covid19IndiaHelp #CovidResources #BedsAvailable #COVIDEmergency #HyderabadSOS"
thetrenddude,oxygen,AVAILABLE,NA,[],['Hyderabad'],"3 #OxygenBeds are available at Apoorva hospital, #Hyderabad #ICUBed without ventilator support is also available. Contact: 9246-598086 Verified at 6:44 PM.

#hyderabadcovid #Covid19IndiaHelp #CovidResources #BedsAvailable #COVIDEmergency #HyderabadSOS #CovidResources"
thetrenddude,oxygen,AVAILABLE,NA,['8978709593'],['Hyderabad'],"#HyderabadBeds update 

Satyam Hospital 

5-6 Beds and ICU facility(non ventilator ) available at Satyam

 Contact:8978709593.- CA RVA narasimha Rao.  verified. 

please double check and inform any patients

#hyderabad #CovidResources #OxygenBeds #CovidHelp #Covid19IndiaHelp"
Hyderabadbot,oxygen,AVAILABLE,NA,['9494902900'],['Hyderabad'],"https://t.co/Qf2CnMbu6I
Available 418 oxygen beds &amp; 12 ICU in TIMS, GACHIBOWLI FACILITY 9494902900 Gachibowli, Hyderabad Verified: 10:01pm 03 May 2021 #Covid19Hyderabad #Verified  #CovidHelp #COVIDEmergency #Covid19IndiaHelp #CovidResources #CovidSOS #Hyderabad 🙏🙏"
_loveshivin_,oxygen,AVAILABLE,NA,['9494902900'],['Hyderabad'],"Available 418 oxygen beds &amp; 12 ICU in TIMS, GACHIBOWLI FACILITY
9494902900
Gachibowli, Hyderabad
Verified: 10:01pm 03 May 2021 !! 

#CovidIndia #Covid19IndiaHelp #COVID19Help"
ssaikranthi,oxygen,AVAILABLE,NA,['9440093935'],['Hyderabad'],"#Oxygen beds available at PAWAN HOSPITAL narsampet, Warangal Rural.

Around 20 Oxygen beds were available.

Contact - 9440093935

Verified on May 3rd 05:20

#covidhelp #OxygenEmergency 
#Hyderabad 
@charan_tweetz @Purusho50189904 @vasuch1973 
@HiHyderabad 
#CovidHelpHyderabad"
profSayz,ICU Bed,AVAILABLE,NA,['8978709593'],['Hyderabad'],"#Hyderabad Satyam Hospital
https://t.co/q2p8eBrd3o

5-6 Beds and ICU facility(non ventilator ) available at Satyam

Contact:8978709593.- CA RVA narasimha Rao. I personally called &amp; verified. @charan_tweetz @patrickjannnu please double check and inform any patients"
qazidanishanwar,oxygen,AVAILABLE,NA,[],['Hyderabad'],"Just confirmed #Verified Leads from #Hyderabad.

Beds + Oxygen available at TRR Medical Institute of Sciences, Hyderabad.

Chairman: Rammohan Reddy
Contact: 98490 38188

[Patients need to be produced CT Scan be4 hand]

Time: 11:20
Date: 01.05.2021
Verified by @covid19instanthelp https://t.co/j9uusqsVSo"
ItzSatyaDev,plasma,AVAILABLE,NA,['0402380225'],['Hyderabad'],"Plasma exchange is available
Location: Hyderabad
Contact: St. Mother Theresa blood bank (04023802255)
Verified at 10.30 pm, 3rd May'2021"
NehamsChamaria,other,UNKNOWN,NA,[],['Hyderabad'],@VijayJabbireddy @SaketAg57713023 @hyderabad @COVIDHelpNet Person who sent verified at 10 p.m. So some beds should be there. Please call or message
manishdhfm,oxygen,AVAILABLE,NA,['8008553912'],['Hyderabad'],"#Oxygen beds available at AREA HOSPITAL #Vanasthalipuram

Around 10 Regular  &amp; 10 Oxygen beds were available.

Contact - 8008553912

Verified on May 3rd 05:05

#covidhelp #OxygenEmergency 
#Hyderabad @charan_tweetz @Purusho50189904 @vasuch1973 @HiHyderabad #CovidHelpHyderabad"
kalyaniTweetz,oxygen,AVAILABLE,NA,['9494902900'],['Hyderabad'],"Available 418 oxygen beds &amp; 12 ICU in TIMS, GACHIBOWLI FACILITY
9494902900
Gachibowli, Hyderabad
Verified: 10:01pm 03 May 2021
#Covid19Hyderabad
@MythriOfficial
@RRRMovie @SureshProdns @ganeshbandla @MusicThaman"
CVDResourcesBot,oxygen,AVAILABLE,NA,[],['Hyderabad'],"AVAILABLE - Beds in Hyderabad.
200+ Beds with Oxygen available at
TRR Medical Institute of Sciences,
Hyderabad. Contact: 98490 38188
Verified at 12:20 AM, today.

#COVIDEmergency  #CovidHelpHyderabad @GeethaArts @SVC_official @MythriOfficial @SureshProdns @RRRMovie @DVVMovies"
beds_covid,oxygen,AVAILABLE,NA,[],['Hyderabad'],"@akshay12324463 @KHILADiOffl For real-time verified covid beds (Oxygen, ICU, Ventilator) availability in Hyderabad, Guntur, Vijayawada &amp; Vizag visit https://t.co/owSYZhUBpT

40+ volunteers @beds_covid are calling hospitals to update availability &amp; pricing.

Please retweet &amp; amplify.

Help those in need. 🙏🙏"
PrajwalOfficial,plasma,AVAILABLE,NA,['0402380225'],['Hyderabad'],"#Verified #Plasma #Hyderabad 
Plasma exchange is available
Location: Hyderabad
Contact: St. Mother Theresa blood bank (04023802255)
Verified at 9:27pm, 3rd May'2021
#CovidHelp #COVIDEmergency #Covid19IndiaHelp #CovidResources #CovidSOS #Plasmahyderabad #Plasma4Covid #PlasmaDonor"
AllThingsTelang,oxygen,AVAILABLE,NA,[],['Hyderabad'],"Mehar hospital, medchal, Hyderabad📍
Just verified 
20 oxygen beds are available
Icu also available
Verified at 3rd May,10.20pm
📍Medchal📍
#VerifiedCovidResources #Verified #Hyderabad #HyderabadSOS"
bloodreqbot,plasma,NEED,NA,['9930672063'],['Hyderabad'],"@SonuSood @hydcitypolice @KTRTRS 
Verified requirement
Need plasma in Hyderabad. 
Patient - Neeru Mehta 
Female 
Age 54 years 
Blood group - B+ 
B+ plasma preferred 

Apollo Hospitals ,jubillee hills, HYD
 ruchika (9930672063)
Nupur (99874 38176)

 They need it by 9 am tomorrow"
Varmasgirl,plasma,AVAILABLE,NA,['0402380225'],['Hyderabad'],"@Varmasgirl Plasma for the O+ blood group may be available tomorrow after 8 a.m.
They do plasma exchange but if you request then they can provide it.
St.Mother Theresa blood bank.
Contact:04023802255
City: #Hyderabad
Verified at 9.27pm,3rd May."
CVDResourcesBot,oxygen,AVAILABLE,NA,['8374325678'],['Hyderabad'],"HYDERABAD
Oxygen &amp; ICU Beds (No ventilators) Available
Phone: 8374325678
Location: Legend hospital Vanasthalipuram, Hyderabad
Last Verified @ 03/05/21, 07:18 PM https://t.co/7YaHvd5Iag"
CVDResourcesBot,oxygen,AVAILABLE,NA,['8978709593'],['Hyderabad'],"27 Beds and ICU facility available at Satyam Hospital. Charges 10k per day. Just got Covid permission. Verified. Pls amplify. Contact: 8978709593
Oxygen beds available in Hyderabad
@Controversyy3 @NTRFanTrends"
Sandepp_14,plasma,AVAILABLE,NA,['0402380225'],['Hyderabad'],"@vinay_narlagiri @RRRMovie @SureshProdns @MythriOfficial @GeethaArts Plasma for the O+ blood group may be available tomorrow after 8 a.m.
They do plasma exchange but if you request then they can provide it.
St.Mother Theresa blood bank.
Contact:04023802255
City: #Hyderabad
Verified at 9.27pm,3rd May."
shivani27070188,plasma,AVAILABLE,NA,['0402380225'],['Hyderabad'],"@Mdfaraz_ @HiHyderabad @CoreenaSuares2 @CommissionrGHMC Plasma for the O+ blood group may be available tomorrow after 8 a.m.
They do plasma exchange but if you request then they can provide it.
St.Mother Theresa blood bank.
Contact:04023802255
City: #Hyderabad
Verified at 9.27pm,3rd May."
shivani27070188,plasma,AVAILABLE,NA,['9676230586'],['Hyderabad'],"@Mdfaraz_ @HiHyderabad @CoreenaSuares2 @CommissionrGHMC check here
Plasma in exchange is available.
Deccan Blood Bank.
Contact:9676230586
City: #Hyderabad.
Verified at 9.32pm,3rd May."
,,,,,,
,,,,,,
shivani27070188,plasma,AVAILABLE,NA,['9676230586'],['Hyderabad'],"@Varmasgirl Plasma in exchange is available.
Deccan Blood Bank.
Contact:9676230586
City: #Hyderabad.
Verified at 9.32pm,3rd May."
Viral92618355,plasma,AVAILABLE,NA,['9676230586'],['Hyderabad'],"#Team #verified
Plasma in exchange is available.
Deccan Blood Bank.
Contact:9676230586
City: #Hyderabad.
Verified at 9.32pm,3rd May."
khanrehanparvez,oxygen,AVAILABLE,NA,['8374325678'],['Hyderabad'],"HYDERABAD
#Oxygen &amp; #ICUBeds (No ventilators) Available
Phone: 8374325678
Location: Legend hospital Vanasthalipuram, Hyderabad
Last Verified @ 03/05/21, 07:18 PM"
pluviophilex__,oxygen,UNKNOWN,NA,[],['Hyderabad'],"https://t.co/s0mLBTIoIP

NOT VERIFIED but just a LIST of hospitals who may have oxygen, icu bed and ventilator in hyderabad

Anyone can use these as Leads and share after Verifying
Do keep checking!"
mangalamsaar,oxygen,AVAILABLE,NA,[],['Hyderabad'],"3 #OxygenBeds are available at Apoorva hospital, #Hyderabad #ICUBed without ventilator support is also available. Contact: 9246-598086 Verified at 6:44 PM

#hyderabadcovid #Covid19IndiaHelp #CovidResources #BedsAvailable #COVIDEmergency #HyderabadSOS #CovidResources
@HiHyderabad"
,,,,,,
AbdulHai23,oxygen,AVAILABLE,NA,[],['Hyderabad'],"In #HYDERABAD Vanasthalipuram, LEGEND HOSPITAL currently has 3 OXYGEN #BEDS available for Covid patients. No ICU Beds available.

Verified 22.20 - May 02 by Shaaista

#ICLUVerifies"
AbdulHai23,oxygen,AVAILABLE,NA,[],['Hyderabad'],"#Hyderabad
#Oxygen Beds available
Verified at 22.14 on 22.4.2021 by #TheICLUSquad https://t.co/s9uvSrddJz"
neotrad3,oxygen,AVAILABLE,NA,['7799944427'],['Hyderabad'],"Verified Oxygen concentrator in Hyderabad

7799944427 - will be available by Tuesday.

Kindly don't misuse."
Shive_soni,oxygen,AVAILABLE,NA,['9849038188'],['Hyderabad'],"#Hyderabad #TeamIndiaVsCovid 
200+ Beds with Oxygen available at
TRR Medical Institute of Sciences, Hyderabad.

VENTILATORS NOT AVAILABLE
Contact: 9849038188
Verified at 17:30 PM today

via @unusualescapes"
Shyam33034707,oxygen,AVAILABLE,NA,"['9374333386', '9347145678']",['Hyderabad'],"#Hyderabad
5 ICU Beds &amp; 10 Oxygen Beds available at Happy Children's Hospital, Chintal ( Hyderabad )

Patient's need to take their covid report and aadhar card before admitting.

Contact : 9374333386 &amp; 9347145678 

Verified  at 9:30 AM, 3rd May"
animesh_tri,oxygen,AVAILABLE,NA,['8374325678'],['Hyderabad'],"#Verified
#HYDERABAD
Oxygen &amp; ICU Beds (No ventilators) Available
Phone: 8374325678
Location: Legend hospital Vanasthalipuram, Hyderabad
Last Verified @ 03/05/21, 07:18 PM"
RobinSachdeva13,oxygen,AVAILABLE,NA,['8519993543'],['Hyderabad'],"✅ VERIFIED: 2 Oxygen and ICU Beds available @ HYDERABAD.

+91-8519993543
Only taking patients at oxygen level of 85 or above.

Last verified: 4:00 pm on 2 May by @ShivamAbhinav."
SIOHyderabad,plasma,NEED,NA,[],['Hyderabad'],"03-05-2021
#HyderabadSOS 
#Emergency 
Patient name:varaprasad
*need A- negative plasma*
Hospital:surya hospital in ECIL,Hyderabad 
Please guys urgently need
VERIFIED

@covidreliefsio @Mdfaraz_ @SIOHyderabad @SIOTelangana #SOSSIO"
chaitanyasai141,oxygen,AVAILABLE,NA,['9700120384'],['Hyderabad'],"HYDERABAD OXYGEN CYLINDERS

Oxygen Cylinders AVAILABLE
Kriya Pharmacy Gachibowli
9700120384 

*Verified 7.00 Pm, 3rd May*
#OxygenEmergency
#Hyderabad"
JD__India,oxygen,AVAILABLE,NA,['8374325678'],['Hyderabad'],"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
#HYDERABAD #hyderabadcovid
#hyderabadcovidhelp
Oxygen &amp; ICU Beds (No ventilators) Available
Phone: 8374325678
Location: Legend hospital Vanasthalipuram, Hyderabad
Last Verified @ 03/05/21, 07:18 PM"
JD__India,oxygen,AVAILABLE,NA,['8374325678'],['Hyderabad'],"#hyderabadcovidhelp
Oxygen &amp; ICU Beds (No ventilators) Available
Phone: 8374325678
Location: Legend hospital Vanasthalipuram, Hyderabad
Last Verified 3 may , 07:18 PM
DM @Rakesh1752
For help
#CovidResources #CovidHelp #hyderabadcovid #BedsAvailability #IndiaFightsCOVID19 #ICUBeds"
Charanreddy135,oxygen,AVAILABLE,NA,['918374325678'],['Hyderabad'],"In #HYDERABAD Vanasthalipuram, LEGEND HOSPITAL currently has 3 #OxygenBeds available for Covid patients. No ICU Beds available. +918374325678.

Verified 22.20 - May 02"
NiftyFifty_,ICU Bed,AVAILABLE,NA,['7799618222'],['Hyderabad'],"#ICUBeds are still available in Vennela hospital, old bowenpally, HYDERABAD 
But without ventilator support. 
Contact: 7799618222
Verified just now
@itskantri @RRRMovie @HyderabadCovid @VkMB07"
CVDResourcesBot,oxygen,AVAILABLE,NA,['9985900852'],['Hyderabad'],"#OxygenBeds beds available at Rishitha Hospitals for saturation level 90 &amp; above in #Hyderabad location.

Can provide Oxygen support upto 5 litres and no Ventilation available. 

Please contact Mr. Michael @9985900852

#Verified"
CVDResourcesBot,oxygen,AVAILABLE,NA,[],['Hyderabad'],"Verified update for Oxygen Bed, #Hyderabad at 11.00 pm
Kachiguda - Oxygen Bed Available for patients with SPO2 above 85
Contact Dr Adnan Khan

Verified by Maryam

#CovidResources"
CVDResourcesBot,oxygen,AVAILABLE,NA,['7799618222'],['Hyderabad'],"#hyderabadcovidhelp #HyderabadSOS 
6 Oxygen Beds are available in Vennela hospital, old bowenpally, #HYDERABAD
Contact: 7799618222
Verified at 6:15PM , 3rd May."
sreekanth0510,oxygen,AVAILABLE,NA,['7013160090'],['Hyderabad'],"2 Oxygen beds Available at

LEAF MULTISPECIALITY HOSPITAL, BORBANDA, Hyderabad(Sp02&gt;85)
Number-7013160090
Verified at 10:05 PM
#Hyderabad #OxygenBeds"
morbidlygay1,oxygen,AVAILABLE,NA,['9700120384'],['Hyderabad'],"HYDERABAD OXYGEN CYLINDERS

Oxygen Cylinders AVAILABLE
Kriya Pharmacy Gachibowli
9700120384 

*Verified 6:54Pm, 3rd May*

#Hyderabad #HyderabadSOS #OxygenEmergency"
CVDResourcesBot,oxygen,AVAILABLE,NA,"['9374333386', '9347145678']",['Hyderabad'],"#HYDERABAD

ICU, OXYGEN BEDS AVAILABLE

@ Happy Children's Hospital, Chintal

Need to carry:

-COVID-19 Report -Aadhaar Card

Contact: 9374333386 &amp; 9347145678

Verified at 6.15 pm, 03.05.21"
CVDResourcesBot,oxygen,AVAILABLE,NA,"['9374333386', '9347145678']",['Hyderabad'],"HYDERABAD ICU, OXYGEN BEDS AVAILABLE Happy Children's Hospital, Chintal Need to carry: -COVID-19 Report -Aadhaar Card Contact: 9374333386 &amp; 9347145678 Verified at 6.15 pm, 03.05.21
#Hyderabad"
Fightforbadser1,oxygen,AVAILABLE,NA,"['9374333386', '9347145678']",['Hyderabad'],"Verified at 12:36 pm on 3/5/21
 ICU, Oxygenbeds Available in Hyderabad Telangana

2 ICU beds and 10 Oxygen beds available 

Happy childrens hospital,chintal, Hyderabad
Contact : 9374333386 9347145678. 
patient needs to take their COVID report, Aadhar card before admitting."
RaylonQuadros,oxygen,AVAILABLE,NA,['9700120384'],['Hyderabad'],"HYDERABAD OXYGEN CYLINDERS

Oxygen Cylinders AVAILABLE
Kriya Pharmacy Gachibowli
9700120384 
VERIFIED by Abhinav, Covid volunteer group"
