username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
Wotsz1,You only live once live it to the fullest. Create friends and not enemy.,,443,48,1445,2020-06-02 09:10:13,2021-04-30 03:43:59,0,Stay safe people we r now n a fully fledged war #COVIDEmergency #COVID19India #OxygenCrisis #OxygenCylinders . Sad reality when we fight this #COVID19 half hearthly. #Elections2021 s nly over yet 4 some people. #ExitPoll s more imp thn #coronavirus #OxygenCylinders #BBB21 https://t.co/ehvAVKhf11,"[{'text': 'COVIDEmergency', 'indices': [48, 63]}, {'text': 'COVID19India', 'indices': [64, 77]}, {'text': 'OxygenCrisis', 'indices': [78, 91]}, {'text': 'OxygenCylinders', 'indices': [92, 108]}, {'text': 'COVID19', 'indices': [142, 150]}, {'text': 'Elections2021', 'indices': [166, 180]}, {'text': 'ExitPoll', 'indices': [211, 220]}, {'text': 'coronavirus', 'indices': [236, 248]}, {'text': 'OxygenCylinders', 'indices': [249, 265]}, {'text': 'BBB21', 'indices': [266, 272]}]"
iamuditmitra,"Deal making..searching fr nxt big thing!! Partner Eiliant..niche advisory..consumer feeds, healthcare interests nd tech excites. RTs nt endorsements.",India,359,174,12472,2012-01-23 15:36:16,2021-04-30 03:43:57,5,"Update - #ICUBed Available in Patna 
What: ICU Beds
Where: Shri Ram Referral Hospital, Basawan Park, Boring Road. 
Phone Number: 9431456338, 0612 – 2542338
Verified: 8:05 A.M., today

Kindly Amplify! 

#HelpBihar #Patna #COVID19India 

@Shubhrastha @RajatSethi86 @CovidSahyog","[{'text': 'ICUBed', 'indices': [30, 37]}]"
main_bhi_PK,,,40,11,1277,2018-11-17 09:44:33,2021-04-30 03:43:51,28,"@DillikiBiili  Sir, please help. B+ plasma donor required urgent in SOUTH DELHI, with covid + and negative report of minimum 28 days.

Contact details: Mr. Abhishek Kumar 9968573379.
#plasma #plasmadonor #covidhelp #delhiplasma",[]
onlyparth,,Ahmedabad,377,248,34808,2010-04-15 02:44:49,2021-04-30 03:43:45,66,Returning empty oxygen cylinders on time without a reminder is your greatest #seva without doing much 🙌🙏🙌 Dear people we get the stressed times you are in but please return empty cylinders- service to human kind is so easy you see? #OxygenCylinders,"[{'text': 'seva', 'indices': [98, 103]}]"
CNNnews18,"Lightning fast alerts, #BreakingNews from India and the world.",India,408,4591189,871776,2007-06-01 20:31:01,2021-04-30 03:43:32,2,"Two men from Delhi’s Dwarka  have been arrested for selling fire extinguishers as oxygen cylinders to people desperately looking for oxygen for Covid-19 patients.

#OxygenCylinders

https://t.co/XbljuBWflV",[]
rayudu017,"🔯JanaSainik by Heart ❤️ || Angular Developer by Profession 💻 #JanasevaJanasuraksha🙏 
Carry a Smile with you then no one in this fucking world looks beautiful","Bhimavaram, India",1324,155,5337,2016-10-01 12:00:15,2021-04-30 03:43:24,10,"Plasma requirement in Nellore :

G mohan 42 years
Contact ::: 9912876425
Recently recovered ""O +ve"" plasma needed. 

#PlasmaRequirement",[]
news18dotcom,"More than just news, analysis & opinion. The digital platform of @CNNnews18

We're now on Telegram: https://t.co/4JMWUefhbD",India,151,151892,200210,2011-04-20 06:14:32,2021-04-30 03:43:24,2,"Two men from Delhi’s Dwarka  have been arrested for selling fire extinguishers as oxygen cylinders to people desperately looking for oxygen for Covid-19 patients.

#OxygenCylinders

https://t.co/XbljuBWflV","[{'text': 'OxygenCylinders', 'indices': [164, 180]}]"
harikiranroyal,"Tamil/Telugu speaking Indian..Movie Lover,Cricket Fanatic,Vijay,Dhoni.Gadget Freak.",Tirupati/Hyderabad/Chennai.,349,2887,82636,2010-04-29 14:00:56,2021-04-30 03:43:10,4,"*Plasma requirement in Nellore :*

G mohan 42 years
Contact ::: 9912876425
Recently recovered ""O +ve"" plasma needed. 

#PlasmaRequirement",[]
JaisAnshi5,,India,144,163,24391,2020-12-20 04:07:25,2021-04-30 03:43:08,5,"1.#OxygenCylinders available in #Lucknow, for 35000/each

( personally confirmed by me at 3:15 pm, 28 Apr)

Whatsapp 7905505068

Address: Almas Marriage Hall, Thakurganj, Hussainabad, Lucknow

#SOSLucknow  #COVID19 #CovidHelp #Covid19IndiaHelp #ICUBed #OxygenBeds #LucknowCovid","[{'text': 'OxygenCylinders', 'indices': [23, 39]}, {'text': 'Lucknow', 'indices': [53, 61]}]"
main_bhi_PK,,,40,11,1277,2018-11-17 09:44:33,2021-04-30 03:43:04,38,Urgently need A+ plasma in Delhi NCR @TheNikhita @VRtrendfollower @TeamSOSIndia @Blood_Matter #mainbhiplasmadonor @saifalinaqvi @Rishikesh_ADX #delhincr #PlasmaDonor,"[{'text': 'mainbhiplasmadonor', 'indices': [114, 133]}]"
emledu,Em ledu aathula katta,Paavuraala Gutta,124,5,4497,2017-09-26 02:55:37,2021-04-30 03:42:52,10,"Plasma requirement in Nellore :

G mohan 42 years
Contact ::: 9912876425
Recently recovered ""O +ve"" plasma needed. 

#PlasmaRequirement",[]
Shannu51241730,"RC-pk 😍 , Bezawada💥 , YUVI🤙😎",Bezawada,564,231,52046,2020-02-23 16:55:49,2021-04-30 03:42:48,341,REQUIREMENT - #Warangal #OxygenCylinders #COVIDEmergency https://t.co/XpNk1sVxp1,"[{'text': 'Warangal', 'indices': [28, 37]}, {'text': 'OxygenCylinders', 'indices': [38, 54]}, {'text': 'COVIDEmergency', 'indices': [55, 70]}]"
dinesh_ethakota,Live & Let Live ~  యద్భావం తద్భవతి,,2210,235,92555,2010-10-22 05:47:43,2021-04-30 03:42:44,10,"Plasma requirement in Nellore :

G mohan 42 years
Contact ::: 9912876425
Recently recovered ""O +ve"" plasma needed. 

#PlasmaRequirement",[]
raviyoos,,,161,13,376,2011-09-12 14:03:26,2021-04-30 03:42:31,0,Need high flow oxygen(14kg) in Salem(TN) Kamala hospital.. please call this number it's urgent.. 8667055113..#CovidHelp #OxygenCylinders #COVIDEmergency @Chinmayi @khushsundar,"[{'text': 'CovidHelp', 'indices': [109, 119]}, {'text': 'OxygenCylinders', 'indices': [120, 136]}, {'text': 'COVIDEmergency', 'indices': [137, 152]}]"
only_fr_pspk,.,Ekkada unte akkade,1022,397,38119,2016-07-15 02:23:38,2021-04-30 03:42:29,10,"Plasma requirement in Nellore :

G mohan 42 years
Contact ::: 9912876425
Recently recovered ""O +ve"" plasma needed. 

#PlasmaRequirement",[]
KulbhushanPorw1,Software Engineer,"Bengaluru, India",46,6,270,2018-09-20 06:07:17,2021-04-30 03:42:28,12,"Amid a surge in #Covid19 cases in India, several countries including Russia, UK, UAE and Romania have delivered medical supplies to aid the nation’s battle against #Coronavirus.
#Covid19 #OxygenCylinders #Oxygen | (@Rahulshrivstv)

https://t.co/uPC8TsL0JT","[{'text': 'Covid19', 'indices': [32, 40]}]"
Johny_mera_name,"Something you should all remember!

We were born to be real, not perfect. FOLLOW BACK 👍",,2794,2871,47456,2018-02-19 05:36:24,2021-04-30 03:42:19,28,"#SOS #Noida #plasmadonor

Close friend father is hospitalized at Yathartha Hospital, Noida Extension. 

He urgently needs Plasma (B+)

Donor needs to be B+ blood group who recovered from COVID in last 14 days to 2 months. 

Contact numbers: 9958500718, 9821490088, 95554 66777","[{'text': 'SOS', 'indices': [18, 22]}, {'text': 'Noida', 'indices': [23, 29]}, {'text': 'plasmadonor', 'indices': [30, 42]}]"
NidhiRajGupta1,"SocialActivist,Poetess,Writer,Blogger,Feminist,Motivational Speaker,Love exploring Aeronautical Sc.Research& Innovation,School Principal, Educational Consultant","Varanasi, India",435,168,1923,2017-05-06 19:02:19,2021-04-30 03:42:15,0,"Of anyone could donate any blood group plasma in Jeevan Anmol Hospital Mayur Vihar phase 1 it will be a great help as a patient needs plasma very urgently please help 15-90 days back covid recovered patient required.
#PlasmaDonor #COVID19","[{'text': 'PlasmaDonor', 'indices': [217, 229]}, {'text': 'COVID19', 'indices': [230, 238]}]"
RamlovesS,💌!?,Avengers Headquarters🥱,883,851,54906,2017-05-30 11:50:43,2021-04-30 03:42:07,240,REQUIREMENT - #OxygenCylinders #Warangal #COVIDEmergency https://t.co/6yev7u2Nt1,"[{'text': 'OxygenCylinders', 'indices': [28, 44]}, {'text': 'Warangal', 'indices': [45, 54]}, {'text': 'COVIDEmergency', 'indices': [55, 70]}]"
LFC_bot_v1,"LFC supporter Bot
Created by Liverpool FC fan @dip1n",,110,1160,200684,2019-01-12 10:22:31,2021-04-30 03:42:04,1,"Covid19 vaccines for children in Europe.Good step by European Union for children.
#CoronaVaccine
#vaccines
#NFLDraft2021
#FIFA21
#gntm
#Hercai
#COVID19
#ManchesterUnitedRoma
#LFC
#Livestream
#Israel
#OxygenCylinders
#ManchesterUnitedRoma
https://t.co/yeDGpYZy5z","[{'text': 'CoronaVaccine', 'indices': [98, 112]}, {'text': 'vaccines', 'indices': [113, 122]}, {'text': 'NFLDraft2021', 'indices': [123, 136]}]"
AJAYKUM45392079,Nature Lover,"नई दिल्ली, भारत",797,107,975,2020-07-02 16:19:04,2021-04-30 03:42:03,199,"NOT JUST BLACKMARKETING|  Cheats too have smelt a fortune amid #Oxygen need of #covid patients. 2 arrested selling #FireExtinguishers as  #OxygenCylinders by #DelhiPolice Dwarka dist team. 5 'cylinders' seized. Case regd under cheating, endangering public safety and Epidemic Act. https://t.co/8nfjYHOnom","[{'text': 'Oxygen', 'indices': [80, 87]}, {'text': 'covid', 'indices': [96, 102]}]"
Ridhima_shine,"Don't believe in words , believe in vibes 🤞❤️
Dj bro ❤️","West Bengal , INDIA ",351,432,15311,2020-10-07 05:26:45,2021-04-30 03:42:01,30,"🚨🚨🚨DELHI🚨🚨🚨
30/4 
#PlasmaDonor available 
#DelhiNCR #Delhi #Plasma
@foundationrayan

Male 
Blood group :O+
No.: 9759939519
AMPLIFY 
🙏🙏🙏🙏🙏

#COVIDEmergency #CovidResources 
#COVID19India","[{'text': 'PlasmaDonor', 'indices': [33, 45]}, {'text': 'DelhiNCR', 'indices': [57, 66]}, {'text': 'Delhi', 'indices': [67, 73]}, {'text': 'Plasma', 'indices': [74, 81]}]"
gowrav_pk,"Hindu. @pawankalyan CULT. Trivikram Srinivas, @KTRTRS #Respect. @AlwaysRamcharan, love his Nature.",Ongole/Bangalore,523,9972,66274,2011-05-24 11:16:38,2021-04-30 03:42:00,4,"*Plasma requirement in Nellore :*

G mohan 42 years
Contact ::: 9912876425
Recently recovered ""O +ve"" plasma needed. 

#PlasmaRequirement","[{'text': 'PlasmaRequirement', 'indices': [119, 137]}]"
MFoodwalla,"Food ,Grocery ,Medicine Delivery app,
Prefabricated Data Center & Digital Marketing.Offical twitter Handle for information on product and services of company.",India,165,17,553,2020-01-01 12:03:31,2021-04-30 03:41:59,1,"Covid19 vaccines for children in Europe.Good step by European Union for children.
#CoronaVaccine
#vaccines
#NFLDraft2021
#FIFA21
#gntm
#Hercai
#COVID19
#ManchesterUnitedRoma
#LFC
#Livestream
#Israel
#OxygenCylinders
#ManchesterUnitedRoma
https://t.co/yeDGpYZy5z","[{'text': 'CoronaVaccine', 'indices': [82, 96]}, {'text': 'vaccines', 'indices': [97, 106]}, {'text': 'NFLDraft2021', 'indices': [107, 120]}, {'text': 'FIFA21', 'indices': [121, 128]}, {'text': 'gntm', 'indices': [129, 134]}, {'text': 'Hercai', 'indices': [135, 142]}, {'text': 'COVID19', 'indices': [143, 151]}, {'text': 'ManchesterUnitedRoma', 'indices': [152, 173]}, {'text': 'LFC', 'indices': [174, 178]}, {'text': 'Livestream', 'indices': [179, 190]}, {'text': 'Israel', 'indices': [191, 198]}, {'text': 'OxygenCylinders', 'indices': [199, 215]}, {'text': 'ManchesterUnitedRoma', 'indices': [216, 237]}]"
bombaatbanavar,Australian-Indian | Dharmic Seeker | 🏏Cricket fanatic| BITSian | SDN/NFV Enthusiast| Proud Kannadiga (Bengalooriga) | Sydney-sider | Retweets != Endorsements,Kouncha Dweepa (Australia),1792,195,4956,2008-03-13 08:14:34,2021-04-30 03:41:49,10,"Plasma requirement in Nellore :

G mohan 42 years
Contact ::: 9912876425
Recently recovered ""O +ve"" plasma needed. 

#PlasmaRequirement",[]
harender_dalal,,,4,3,274,2020-11-12 09:06:38,2021-04-30 03:41:47,199,"NOT JUST BLACKMARKETING|  Cheats too have smelt a fortune amid #Oxygen need of #covid patients. 2 arrested selling #FireExtinguishers as  #OxygenCylinders by #DelhiPolice Dwarka dist team. 5 'cylinders' seized. Case regd under cheating, endangering public safety and Epidemic Act. https://t.co/8nfjYHOnom","[{'text': 'Oxygen', 'indices': [80, 87]}, {'text': 'covid', 'indices': [96, 102]}]"
RamlovesS,💌!?,Avengers Headquarters🥱,883,851,54906,2017-05-30 11:50:43,2021-04-30 03:41:42,185,On the Spot also available now... ☝🏻 #Vizag #OxygenCylinders,"[{'text': 'Vizag', 'indices': [51, 57]}, {'text': 'OxygenCylinders', 'indices': [58, 74]}]"
RamlovesS,💌!?,Avengers Headquarters🥱,883,851,54906,2017-05-30 11:50:43,2021-04-30 03:41:33,341,REQUIREMENT - #Warangal #OxygenCylinders #COVIDEmergency https://t.co/XpNk1sVxp1,"[{'text': 'Warangal', 'indices': [28, 37]}, {'text': 'OxygenCylinders', 'indices': [38, 54]}, {'text': 'COVIDEmergency', 'indices': [55, 70]}]"
sunnysingh695,"Merchant Navy
Sailor","New Delhi, India",49,214,96360,2014-11-27 08:59:54,2021-04-30 03:41:32,12,"Amid a surge in #Covid19 cases in India, several countries including Russia, UK, UAE and Romania have delivered medical supplies to aid the nation’s battle against #Coronavirus.
#Covid19 #OxygenCylinders #Oxygen | (@Rahulshrivstv)

https://t.co/uPC8TsL0JT","[{'text': 'Covid19', 'indices': [32, 40]}]"
LokeshLoki122,#RaasiKhanna❤️,Ratanpur,961,435,53844,2017-09-02 16:34:28,2021-04-30 03:41:14,10,"Plasma requirement in Nellore :

G mohan 42 years
Contact ::: 9912876425
Recently recovered ""O +ve"" plasma needed. 

#PlasmaRequirement",[]
charismabLkhole,Feminist in progress|| व्यूस आर परसनल,my own private domicile ,772,118,4214,2012-04-09 12:10:04,2021-04-30 03:41:04,2,"Requirement #Required  ICU bed #ICUBed #Verified #ICUBedNeeded  in  Kanpur  ##kanpur
PATIENT DETAILS
Name - Mr. Atul Shukla
HRCT - 18/25
Rtpc   - Not available
Contact no.
- Mridul --- 70076 76475 / 9910037669
@DMKanpur
@ashok_cmo @CMHelpline1076 @CMOfficeUP @nawazunsharif","[{'text': 'Required', 'indices': [27, 36]}, {'text': 'ICUBed', 'indices': [46, 53]}, {'text': 'Verified', 'indices': [54, 63]}, {'text': 'ICUBedNeeded', 'indices': [64, 77]}, {'text': 'kanpur', 'indices': [92, 99]}]"
poetess_lover,kavitaon ke shehar mein...wo akela gulmohar...,,557,337,11531,2020-02-24 06:18:48,2021-04-30 03:40:53,9,"🚨🚨🚨🚨🚨🚨🚨
Guys PLS chk ma TL fr
#Plasma #BedsAvailable #OxygenCylinders #Remdesivir 

Updates
#COVIDEmergency #COVID19India #CovidSOS","[{'text': 'Plasma', 'indices': [45, 52]}, {'text': 'BedsAvailable', 'indices': [53, 67]}, {'text': 'OxygenCylinders', 'indices': [68, 84]}, {'text': 'Remdesivir', 'indices': [85, 96]}, {'text': 'COVIDEmergency', 'indices': [107, 122]}, {'text': 'COVID19India', 'indices': [123, 136]}]"
Bhaktirassagar,"Using this account to share things related to Indian politics, Vaishnavism & Vedanta.
वेदे रामायणे चैव पुराणे भारते तथा।
आदावन्ते च मध्ये च हरिः सर्वत्र गीयते॥",अन्यत्र,7213,9374,80254,2016-10-23 20:57:54,2021-04-30 03:40:52,10,"Plasma requirement in Nellore :

G mohan 42 years
Contact ::: 9912876425
Recently recovered ""O +ve"" plasma needed. 

#PlasmaRequirement",[]
ManiVarma225,"#Techie | #Bengalurian | Views Are Personal                RTs != Endorsements |
#TeluguCinemaWorld","Bengaluru, India",394,4525,11537,2017-11-05 11:53:39,2021-04-30 03:40:52,10,"Plasma requirement in Nellore :

G mohan 42 years
Contact ::: 9912876425
Recently recovered ""O +ve"" plasma needed. 

#PlasmaRequirement",[]
Nani__002,Die Hard Fan øf #prabhas ||  follow me guys follow back 💯 || 4 id's suspended 😭|| follow my back up ac @nagendra_raju_g ||,ASSAM ,799,744,9784,2020-08-29 10:40:02,2021-04-30 03:40:45,289,"Urgently required plasma 
For O+ plasma
Pls contact 
Thirupathi : 9000483473
Sri sai ram hospital
Sangareddy
Please help 🙏
@RRRMovie @SVC_official @KTRTRS @RaoKavitha @KonathamDileep
#PlasmaRequirement #Plasma https://t.co/ZeHJKMVTzG",[]
pk3vk,"Dead air. Maanasika alasata.. Success oriented mind sets ki baaga dooramga..Drawing room Diplomat, Copy Paste Expert. Hype : Kalyan, Trivikram, Sachin, Kohli.",,483,3032,13297,2010-06-10 06:27:31,2021-04-30 03:40:43,10,"Plasma requirement in Nellore :

G mohan 42 years
Contact ::: 9912876425
Recently recovered ""O +ve"" plasma needed. 

#PlasmaRequirement","[{'text': 'PlasmaRequirement', 'indices': [117, 135]}]"
atish_hc,"Creative writer, journalist, an independent learner& researcher, Gender-Equalist, Non-Political idealist, I love nature, media, fashion & creativity. A Dreamer!",World,1396,147,5661,2017-11-18 16:01:05,2021-04-30 03:40:30,0,If any1 celebrates any election results on 02/05/21—whichever party wins or loses on my timeline—Be ready to get blocked &amp; reported! #COVIDEmergency #OxygenCylinders #OxygenConcentrator #CoronaVaccine #Politics #ExitPolls #CoronaSecondWave  #nature #FridayThoughts #fridayfitness https://t.co/9eCeehRjRS,"[{'text': 'COVIDEmergency', 'indices': [137, 152]}, {'text': 'OxygenCylinders', 'indices': [153, 169]}, {'text': 'OxygenConcentrator', 'indices': [170, 189]}, {'text': 'CoronaVaccine', 'indices': [190, 204]}, {'text': 'Politics', 'indices': [205, 214]}, {'text': 'ExitPolls', 'indices': [215, 225]}, {'text': 'CoronaSecondWave', 'indices': [226, 243]}, {'text': 'nature', 'indices': [245, 252]}, {'text': 'FridayThoughts', 'indices': [253, 268]}, {'text': 'fridayfitness', 'indices': [269, 283]}]"
MKBEHUMAN,,,33,0,61,2020-04-24 15:06:50,2021-04-30 03:39:51,595,"Name: Sadhna Jha
6months PREGNANT.
Age: 25
location: Satyabhama Hospital ICU,Delhi
Requirement: O +ve plasma
Contact person: Deepak Jha
Number: 7503717042

Please please AMPLIFY this!!!

#SOSDelhi #PlasmaRequirement #Plasma #DelhiNCR",[]
JethiKomal,,,830,666,67019,2020-04-14 03:38:54,2021-04-30 03:39:21,9,"🚨🚨🚨🚨🚨🚨🚨
Guys PLS chk ma TL fr
#Plasma #BedsAvailable #OxygenCylinders #Remdesivir 

Updates
#COVIDEmergency #COVID19India #CovidSOS","[{'text': 'Plasma', 'indices': [45, 52]}, {'text': 'BedsAvailable', 'indices': [53, 67]}, {'text': 'OxygenCylinders', 'indices': [68, 84]}, {'text': 'Remdesivir', 'indices': [85, 96]}, {'text': 'COVIDEmergency', 'indices': [107, 122]}, {'text': 'COVID19India', 'indices': [123, 136]}]"
udayaunique,,,117,13,333,2017-11-27 15:49:25,2021-04-30 03:39:08,0,Need #OxygenCylinders  for #kakinada   if you guys have any information where #oxygencylinders available in kakinada please let me know it emergency🆘 in comments or via DM 🙏,"[{'text': 'OxygenCylinders', 'indices': [5, 21]}, {'text': 'kakinada', 'indices': [27, 36]}, {'text': 'oxygencylinders', 'indices': [78, 94]}]"
Ashishs00714399,"मोदी तेरे राज में ये स्वर्णिम इतिहास बना दे,
हिंदी से हिन्दू, हिन्दू से हिन्दुस्तान बना दे।",Hindu se Hindustan,925,646,12173,2020-01-14 06:01:54,2021-04-30 03:38:58,547,"Plasma donors in Agra

Please help

#Plasmadonor needed #Agra 

B+ve, Pls contact 
Prateek - 88268 94598","[{'text': 'Plasmadonor', 'indices': [57, 69]}, {'text': 'Agra', 'indices': [77, 82]}]"
NMuraliSai1,studying,,142,2,373,2020-02-04 07:16:12,2021-04-30 03:38:55,289,"Urgently required plasma 
For O+ plasma
Pls contact 
Thirupathi : 9000483473
Sri sai ram hospital
Sangareddy
Please help 🙏
@RRRMovie @SVC_official @KTRTRS @RaoKavitha @KonathamDileep
#PlasmaRequirement #Plasma https://t.co/ZeHJKMVTzG",[]
