username,tweet_date,text,hashtags,id
devesh2504,2021-05-08 20:19:02,"20 oxygen beds available In #Hyderabad 
Padmaja Hospital : 7981771821.

Verified by our Volunteer 
Amplify kindly
@TajinderBagga @CharuPragya @RubikaLiyaquat @Abhiemanyu @upma23 @AskAnshul @ashokepandit @amarprasadreddy @iSinghApurva 

#TeamFightAgainstCovid","[{'text': 'Hyderabad', 'indices': [41, 51]}]",1391125510596349952
_xxtulipxx_,2021-05-08 20:18:07,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391125282958942210
_xxtulipxx_,2021-05-08 20:18:06,"#Oxygencylinders available at #Hyderabad 
Only limited stock.
Contact: 9700705339
Verified 21.42 07/05

#Secunderabad 
#Hyderabadcovidhelp 
#oxygen
#covid19india
#covidindiainfo
#covidindia
#covidResources","[{'text': 'Oxygencylinders', 'indices': [18, 34]}, {'text': 'Hyderabad', 'indices': [48, 58]}, {'text': 'Secunderabad', 'indices': [122, 135]}]",1391125275249762305
_tulipshaw_,2021-05-08 20:13:02,"#Oxygencylinders available at #Hyderabad 
Only limited stock.
Contact: 9700705339
Verified 21.42 07/05

#Secunderabad 
#Hyderabadcovidhelp 
#oxygen
#covid19india
#covidindiainfo
#covidindia
#covidResources","[{'text': 'Oxygencylinders', 'indices': [18, 34]}, {'text': 'Hyderabad', 'indices': [48, 58]}, {'text': 'Secunderabad', 'indices': [122, 135]}]",1391124000156176384
_tulipshaw_,2021-05-08 20:13:00,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391123991797006336
BeTheGameChange,2021-05-08 20:12:42,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391123916442140673
Hyderabadbot,2021-05-08 20:10:22,"#ICUbeds #Hyderabad
Aashritha multi specialty hospital
Mallapur, Hyderabad
9848029833, 
ICU beds available 
Verified at 6:40 PM on 08 May 2021

#BedsAvailability #ICUBeds #Hyderabadcovidhelp #hyderabadcovid #HyderabadSOS","[{'text': 'ICUbeds', 'indices': [19, 27]}, {'text': 'Hyderabad', 'indices': [28, 38]}]",1391123329726177282
Hyderabadbot,2021-05-08 20:10:22,"#ICUbeds #Hyderabad
Aashritha multi specialty hospital
Mallapur, Hyderabad
9848029833, 
ICU beds available 
Verified at 6:40 PM on 08 May 2021

#BedsAvailability #ICUBeds #Hyderabadcovidhelp #hyderabadcovid #HyderabadSOS","[{'text': 'ICUbeds', 'indices': [19, 27]}, {'text': 'Hyderabad', 'indices': [28, 38]}]",1391123329650765827
CVDResourcesBot,2021-05-08 20:09:10,"#ICUbeds #Hyderabad
Aashritha multi specialty hospital
Mallapur, Hyderabad
9848029833, 
ICU beds available 
Verified at 6:40 PM on 08 May 2021

#BedsAvailability #ICUBeds #Hyderabadcovidhelp #hyderabadcovid #HyderabadSOS","[{'text': 'ICUbeds', 'indices': [19, 27]}, {'text': 'Hyderabad', 'indices': [28, 38]}]",1391123026729709574
NaveenAnakala,2021-05-08 20:09:04,"#ICUbeds #Hyderabad
Aashritha multi specialty hospital
Mallapur, Hyderabad
9848029833, 
ICU beds available 
Verified at 6:40 PM on 08 May 2021

#BedsAvailability #ICUBeds #Hyderabadcovidhelp #hyderabadcovid #HyderabadSOS","[{'text': 'ICUbeds', 'indices': [0, 8]}, {'text': 'Hyderabad', 'indices': [9, 19]}, {'text': 'BedsAvailability', 'indices': [144, 161]}, {'text': 'ICUBeds', 'indices': [162, 170]}, {'text': 'Hyderabadcovidhelp', 'indices': [171, 190]}, {'text': 'hyderabadcovid', 'indices': [191, 206]}, {'text': 'HyderabadSOS', 'indices': [207, 220]}]",1391123004344528897
CVDResourcesBot,2021-05-08 20:07:53,"#ICUbeds #Hyderabad
Aashritha multi specialty hospital
Mallapur, Hyderabad
9848029833, 
ICU beds available 
Verified by Tabeer at 6:40 pm on 08.05.2021

#BedsAvailability #ICUBeds #Hyderabadcovidhelp #HyderabadSOS","[{'text': 'ICUbeds', 'indices': [19, 27]}, {'text': 'Hyderabad', 'indices': [28, 38]}]",1391122705269800960
NaveenAnakala,2021-05-08 20:07:48,"#ICUbeds #Hyderabad
Aashritha multi specialty hospital
Mallapur, Hyderabad
9848029833, 
ICU beds available 
Verified by Tabeer at 6:40 pm on 08.05.2021

#BedsAvailability #ICUBeds #Hyderabadcovidhelp #HyderabadSOS","[{'text': 'ICUbeds', 'indices': [0, 8]}, {'text': 'Hyderabad', 'indices': [9, 19]}, {'text': 'BedsAvailability', 'indices': [153, 170]}, {'text': 'ICUBeds', 'indices': [171, 179]}, {'text': 'Hyderabadcovidhelp', 'indices': [180, 199]}, {'text': 'HyderabadSOS', 'indices': [200, 213]}]",1391122683526467587
Ajaykumar00009,2021-05-08 20:05:48,"#Hyderabad

ICU oxygen beds Available
Parathima hospital.
Kothapet.
8519996800

Verified by
@madihafatima27","[{'text': 'Hyderabad', 'indices': [19, 29]}]",1391122181149511681
anuragkulkarni_,2021-05-08 20:02:52,"20 oxygen beds available at Padmaja Hospital, KPHB 🏥

Contact : 7981771821 ☎

Admitting patient's whose satuarion level is on or above 88 only 🙏🏻

Verified by me at 04:42 PM 👍🏻 @deepaksomisetty 

#Hyderabad 
#Covid19IndiaHelp  
#COVID19",[],1391121443803435008
JasthiSrujan,2021-05-08 20:01:27,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391121087665037315
CVDResourcesBot,2021-05-08 20:01:16,"17 Hospitals with #Beds available at #Warangal. Verified between today and yesterday.

Check https://t.co/95JcS0wQhJ full list. Our team of 40 volunteers call the hospitals everyday and collect data.

@AdiviSesh @TrendsRamCharan https://t.co/kBQb0ZdxfL","[{'text': 'Beds', 'indices': [34, 39]}, {'text': 'Warangal', 'indices': [53, 62]}]",1391121041217441793
Vinay_5758,2021-05-08 20:01:11,"17 Hospitals with #Beds available at #Warangal. Verified between today and yesterday.

Check https://t.co/95JcS0wQhJ full list. Our team of 40 volunteers call the hospitals everyday and collect data.

@AdiviSesh @TrendsRamCharan https://t.co/kBQb0ZdxfL","[{'text': 'Beds', 'indices': [34, 39]}, {'text': 'Warangal', 'indices': [53, 62]}]",1391121019457445891
CVDResourcesBot,2021-05-08 20:00:37,"#Hyderabad

ICU oxygen beds Available
Parathima hospital.
Kothapet.
8519996800

Verified by
@madihafatima27","[{'text': 'Hyderabad', 'indices': [19, 29]}]",1391120877350227968
Nandy_twts,2021-05-08 19:56:19,"For real-time verified covid beds (Oxygen, ICU, Ventilator) availability in vizag, Guntur, Vijayawada &amp; Hyderabad visit https://t.co/B0KgvY6Jix (they keep on updating)
ICUBeds
Hyderabad Vijayawada Visakhapatnam
#Hyderabad
 @Oxygen @CVDResourcesBot
@COVIDNewsByMIB @CovidReliefBot",[],1391119794649374726
Hyderabadbot,2021-05-08 19:55:21,"#Hyderabad

ICU oxygen beds Available
Parathima hospital.
Kothapet.
8519996800

Verified by
@madihafatima27","[{'text': 'Hyderabad', 'indices': [19, 29]}]",1391119553531367424
JoshTugozilla,2021-05-08 19:54:10,"#Hyderabad

ICU oxygen beds Available
Parathima hospital.
Kothapet.
8519996800

Verified by
@madihafatima27","[{'text': 'Hyderabad', 'indices': [19, 29]}]",1391119254196428800
spartan_xoxo,2021-05-08 19:53:03,"#Hyderabad

ICU oxygen beds Available
Parathima hospital.
Kothapet.
8519996800

Verified by
@madihafatima27","[{'text': 'Hyderabad', 'indices': [19, 29]}]",1391118971730993153
spartan_xoxo,2021-05-08 19:53:00,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391118959680770048
APBloodDonors,2021-05-08 19:52:10,"#Hyderabad

ICU oxygen beds Available
Parathima hospital.
Kothapet.
8519996800

Verified by
@madihafatima27","[{'text': 'Hyderabad', 'indices': [0, 10]}]",1391118751098015744
jet_panja10,2021-05-08 19:51:15,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391118520637825025
APBloodDonors,2021-05-08 19:49:41,"For real-time verified covid beds (Oxygen, ICU, Ventilator) availability in vizag, Guntur, Vijayawada &amp; Hyderabad visit https://t.co/B0KgvY6Jix (they keep on updating)
ICUBeds
Hyderabad Vijayawada Visakhapatnam
#Hyderabad
 @Oxygen @CVDResourcesBot
@COVIDNewsByMIB @CovidReliefBot",[],1391118126012538881
NileshK1909,2021-05-08 19:48:13,"20 oxygen beds available In #Hyderabad 
Padmaja Hospital : 7981771821.

Verified by our Volunteer 
Amplify kindly
@TajinderBagga @CharuPragya @RubikaLiyaquat @Abhiemanyu @upma23 @AskAnshul @ashokepandit @amarprasadreddy @iSinghApurva 

#TeamFightAgainstCovid","[{'text': 'Hyderabad', 'indices': [41, 51]}]",1391117754602717184
APBloodDonors,2021-05-08 19:46:39,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391117360602304515
Kiran_blue8,2021-05-08 19:46:20,"For real-time verified covid beds (Oxygen, ICU, Ventilator) availability in vizag, Guntur, Vijayawada &amp; Hyderabad visit https://t.co/B0KgvY6Jix (they keep on updating)
ICUBeds
Hyderabad Vijayawada Visakhapatnam
#Hyderabad
 @Oxygen @CVDResourcesBot
@COVIDNewsByMIB @CovidReliefBot",[],1391117282424725504
Aandhrawaala,2021-05-08 19:46:11,"For real-time verified covid beds (Oxygen, ICU, Ventilator) availability in vizag, Guntur, Vijayawada &amp; Hyderabad visit https://t.co/B0KgvY6Jix (they keep on updating)
ICUBeds
Hyderabad Vijayawada Visakhapatnam
#Hyderabad
 @Oxygen @CVDResourcesBot
@COVIDNewsByMIB @CovidReliefBot",[],1391117245900673024
saikumar2514,2021-05-08 19:46:08,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391117231698837504
Hyderabadbot,2021-05-08 19:45:21,"For real-time verified covid beds (Oxygen, ICU, Ventilator) availability in vizag, Guntur, Vijayawada &amp; Hyderabad visit https://t.co/B0KgvY6Jix (they keep on updating)
ICUBeds
Hyderabad Vijayawada Visakhapatnam
#Hyderabad
 @Oxygen @CVDResourcesBot
@COVIDNewsByMIB @CovidReliefBot",[],1391117036399603712
Humanistplanet,2021-05-08 19:44:47,"For real-time verified covid beds (Oxygen, ICU, Ventilator) availability in vizag, Guntur, Vijayawada &amp; Hyderabad visit https://t.co/B0KgvY6Jix (they keep on updating)
ICUBeds
Hyderabad Vijayawada Visakhapatnam
#Hyderabad
 @Oxygen @CVDResourcesBot
@COVIDNewsByMIB @CovidReliefBot",[],1391116892685815808
anna29296,2021-05-08 19:44:02,"#Oxygencylinders available at #Hyderabad 
Only limited stock.
Contact: 9700705339
Verified 21.42 07/05

#Secunderabad 
#Hyderabadcovidhelp 
#oxygen
#covid19india
#covidindiainfo
#covidindia
#covidResources","[{'text': 'Oxygencylinders', 'indices': [18, 34]}, {'text': 'Hyderabad', 'indices': [48, 58]}, {'text': 'Secunderabad', 'indices': [122, 135]}]",1391116704860704772
sahil_singla24,2021-05-08 19:36:05,"20 oxygen beds available In #Hyderabad 
Padmaja Hospital : 7981771821.

Verified by our Volunteer 
Amplify kindly
@TajinderBagga @CharuPragya @RubikaLiyaquat @Abhiemanyu @upma23 @AskAnshul @ashokepandit @amarprasadreddy @iSinghApurva 

#TeamFightAgainstCovid","[{'text': 'Hyderabad', 'indices': [41, 51]}]",1391114701556359170
Imksaishiva,2021-05-08 19:31:49,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391113629689257987
MobBlanc,2021-05-08 19:29:17,"20 oxygen beds available In #Hyderabad 
Padmaja Hospital : 7981771821.

Verified by our Volunteer 
Amplify kindly
@TajinderBagga @CharuPragya @RubikaLiyaquat @Abhiemanyu @upma23 @AskAnshul @ashokepandit @amarprasadreddy @iSinghApurva 

#TeamFightAgainstCovid","[{'text': 'Hyderabad', 'indices': [41, 51]}]",1391112991483961344
bommidisrikant1,2021-05-08 19:27:26,"20 oxygen beds available at Padmaja Hospital, KPHB 🏥

Contact : 7981771821 ☎

Admitting patient's whose satuarion level is on or above 88 only 🙏🏻

Verified by me at 04:42 PM 👍🏻 @deepaksomisetty 

#Hyderabad 
#Covid19IndiaHelp  
#COVID19",[],1391112525526097922
RAJESHTarakian,2021-05-08 19:27:20,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391112501568229377
BleedDhonism_,2021-05-08 19:26:20,"20 oxygen beds available In #Hyderabad 
Padmaja Hospital : 7981771821.

Verified by our Volunteer 
Amplify kindly
@TajinderBagga @CharuPragya @RubikaLiyaquat @Abhiemanyu @upma23 @AskAnshul @ashokepandit @amarprasadreddy @iSinghApurva 

#TeamFightAgainstCovid","[{'text': 'Hyderabad', 'indices': [41, 51]}]",1391112248370683906
AkashBh15511000,2021-05-08 19:25:59,"10 Ventilator beds available!!!
Call the number below and go to hospital. Just verified. @1.30pm 8th May.
SHRESTA ORANGE HOSPITALS, LB NAGAR.
Contact : DR ANOOP
NUMBER : 9948542103

#SOSHyderabad #BedsAvailability #BedsAvailable #CovidHelp #CovidResources #Hyderabad",[],1391112162664271873
IthakurAnand,2021-05-08 19:25:32,"20 oxygen beds available In #Hyderabad 
Padmaja Hospital : 7981771821.

Verified by our Volunteer 
Amplify kindly
@TajinderBagga @CharuPragya @RubikaLiyaquat @Abhiemanyu @upma23 @AskAnshul @ashokepandit @amarprasadreddy @iSinghApurva 

#TeamFightAgainstCovid","[{'text': 'Hyderabad', 'indices': [41, 51]}]",1391112046423396352
iSinghApurva,2021-05-08 19:25:18,"20 oxygen beds available In #Hyderabad 
Padmaja Hospital : 7981771821.

Verified by our Volunteer 
Amplify kindly
@TajinderBagga @CharuPragya @RubikaLiyaquat @Abhiemanyu @upma23 @AskAnshul @ashokepandit @amarprasadreddy @iSinghApurva 

#TeamFightAgainstCovid","[{'text': 'Hyderabad', 'indices': [41, 51]}]",1391111987753472003
SivaSwarna3,2021-05-08 19:25:02,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391111921177268225
NehaChowdhryIN7,2021-05-08 19:23:15,"20 oxygen beds available In #Hyderabad 
Padmaja Hospital : 7981771821.

Verified by our Volunteer 
Amplify kindly
@TajinderBagga @CharuPragya @RubikaLiyaquat @Abhiemanyu @upma23 @AskAnshul @ashokepandit @amarprasadreddy @iSinghApurva 

#TeamFightAgainstCovid","[{'text': 'Hyderabad', 'indices': [41, 51]}]",1391111473531813889
MrSumanth_,2021-05-08 19:19:52,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391110620842393600
chintaanoop,2021-05-08 19:18:10,"20 oxygen beds available at Padmaja Hospital, KPHB 🏥

Contact : 7981771821 ☎

Admitting patient's whose satuarion level is on or above 88 only 🙏🏻

Verified by me at 04:42 PM 👍🏻 @deepaksomisetty 

#Hyderabad 
#Covid19IndiaHelp  
#COVID19",[],1391110193182777344
anuragkulkarni_,2021-05-08 19:17:43,"AVAILABLE - #ICUBeds without ventilator at sri Vcare multispeciality hospital. 

Location: Bible House, 16/B, Old Ghasmandi, Bhoiguda, #Secundrabad , #Telangana 

Contact: 9666555296

Verified at 12:50PM, May 8th.

#Hyderabad #CovidSOS @RRRMovie @GeethaArts @SVC_official","[{'text': 'ICUBeds', 'indices': [32, 40]}]",1391110082377621504
AkshiChandola,2021-05-08 19:14:40,"5 Oxygen Beds Available at Shalivahana Hospital &amp; Aayush Hospital, Dilsukhnagar 🏥

Contact : 9866288866 ☎

Verified by me at 05:00 PM 👍🏻

#Covid19IndiaHelp #Hyderabad #COVID19India #OxygenBeds #COVID19",[],1391109314631274496
AkshiChandola,2021-05-08 19:14:37,"#ICUbeds #Hyderabad
Aashritha multi specialty hospital
Mallapur, Hyderabad
9848029833, 
ICU beds available 
Verified at 6:40 PM on 08 May 2021","[{'text': 'ICUbeds', 'indices': [18, 26]}, {'text': 'Hyderabad', 'indices': [27, 37]}]",1391109299229716481
AkshiChandola,2021-05-08 19:14:30,"20 oxygen beds available at Padmaja Hospital, KPHB  Contact : 7981771821  Admitting patient's whose satuarion level is on or above 88 only 🙏🏻 Verified by me at 04:42 PM 👍🏻 Hyderabad Covid19IndiaHelp COVID19
#Hyderabad
 @Oxygen 
@CVDResourcesBot 
@HyderabadCovid 
@COVIDNewsByMIB",[],1391109270544867328
priya_bingi,2021-05-08 19:04:02,"✅ Verified
HYDERABAD
Beds available with oxygen cylinders. 

Name: Shalivahana Hospital
Contact: 9866288866
Location: , Dilshuknagar, Hyderabad

Verified at 4:40 PM ,8-05-21
#Covid19IndiaHelp #Telangana",[],1391106638904393730
priya_bingi,2021-05-08 19:03:44,"✅ Verified 
HYDERABAD
Oxygen Bed and Normal Bed available

Name: TX Hospital
Conatct no : 7032117892
Location : TX Hospital ,Kachigudda, Hyedrabad 

Last Verified @ 8/5/21,5:15 PM

#Covid19IndiaHelp #Telangana",[],1391106559938203648
AasthaT94182420,2021-05-08 19:01:57,"#Oxygencylinders available at #Hyderabad 
Only limited stock.
Contact: 9700705339
Verified 21.42 07/05

#Secunderabad 
#Hyderabadcovidhelp 
#oxygen
#covid19india
#covidindiainfo
#covidindia
#covidResources","[{'text': 'Oxygencylinders', 'indices': [19, 35]}, {'text': 'Hyderabad', 'indices': [49, 59]}, {'text': 'Secunderabad', 'indices': [123, 136]}]",1391106113681068033
KAPILIANPoonamK,2021-05-08 19:01:39,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391106035692150784
KAPILIANPoonamK,2021-05-08 18:57:20,"#Oxygencylinders available at #Hyderabad 
Only limited stock.
Contact: 9700705339
Verified 21.42 07/05

#Secunderabad 
#Hyderabadcovidhelp 
#oxygen
#covid19india
#covidindiainfo
#covidindia
#covidResources","[{'text': 'Oxygencylinders', 'indices': [18, 34]}, {'text': 'Hyderabad', 'indices': [48, 58]}, {'text': 'Secunderabad', 'indices': [122, 135]}]",1391104950617264128
KAPILIANPoonamK,2021-05-08 18:56:15,"Available 10 ventilator beds 
#Hyderabad #hyderabadcovid #Hyderabadcovidhelp 
Verified 1:30 pm 8th may

@ThisIsDSP
@RRRMovie @SureshProdns @MythriOfficial @MusicThaman @PawanKalyanFan @GeethaArts https://t.co/IbIJFyHAaZ","[{'text': 'Hyderabad', 'indices': [46, 56]}, {'text': 'hyderabadcovid', 'indices': [57, 72]}, {'text': 'Hyderabadcovidhelp', 'indices': [73, 92]}]",1391104679350738947
MaharshiPowers1,2021-05-08 18:55:00,"20 oxygen beds available at Padmaja Hospital, KPHB 🏥

Contact : 7981771821 ☎

Admitting patient's whose satuarion level is on or above 88 only 🙏🏻

Verified by me at 04:42 PM 👍🏻 @deepaksomisetty 

#Hyderabad 
#Covid19IndiaHelp  
#COVID19",[],1391104364098449409
Manohar2021,2021-05-08 18:51:41,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391103531201957888
